Weight_kg,Horsepower,Cylinders,Fuel_Type,Road_Type,Age_years,Mileage_km_per_l
763,161,3,Petrol,Highway,4,14.68
747,197,4,Petrol,City,2,12
2153,62,3,Petrol,City,2,12.35
893,171,3,Diesel,Highway,5,18.88
794,158,3,Diesel,Highway,2,20.02
1262,196,3,Diesel,City,15,12.87
1079,141,4,Diesel,City,2,16.1
2500,151,5,Petrol,Highway,2,12.58
722,105,6,Petrol,City,20,12
2023,94,4,Petrol,City,8,12
1298,109,4,Diesel,City,23,12.97
1564,245,6,Diesel,City,5,12.37
2075,234,5,Diesel,City,16,12
1260,103,4,Diesel,Highway,23,16.06
1727,86,6,Diesel,City,22,12.63
2378,86,5,Diesel,City,24,12
2085,63,5,Diesel,City,14,14.09
2366,144,3,Petrol,Highway,8,12.46
2341,221,4,Petrol,Highway,23,12
1309,151,5,Diesel,Highway,21,15.12
995,91,4,Diesel,Highway,22,16.92
1511,50,6,Diesel,Highway,11,18.85
1960,72,4,Diesel,Highway,11,18.14
1604,241,5,Petrol,City,8,12
2222,77,6,Petrol,City,23,12
1765,181,6,Diesel,City,16,12
916,218,3,Petrol,Highway,21,12
2334,237,6,Petrol,Highway,8,12
2181,67,5,Diesel,Highway,20,15.83
2423,240,3,Petrol,Highway,22,12
2150,238,5,Diesel,Highway,20,12.41
2179,98,5,Diesel,Highway,12,16.72
2024,96,3,Diesel,City,5,15.47
1280,164,3,Diesel,Highway,3,18.83
1933,88,4,Petrol,City,18,12
1094,55,5,Diesel,Highway,1,21.96
1155,102,4,Diesel,Highway,19,17.08
1209,74,6,Petrol,Highway,13,13.77
2396,148,6,Diesel,City,11,12.43
708,114,4,Petrol,City,1,13.07
2418,182,3,Petrol,City,22,12
971,242,6,Diesel,City,18,12
1454,57,3,Diesel,Highway,19,17.9
1215,88,4,Petrol,City,13,12
1367,160,3,Petrol,City,8,12
805,92,5,Diesel,Highway,21,17.13
1446,131,6,Diesel,Highway,18,15.7
642,172,3,Diesel,Highway,2,19.86
1464,250,3,Diesel,City,19,12
1868,182,5,Diesel,City,19,12
1910,53,3,Diesel,City,24,13.22
1978,157,4,Diesel,Highway,5,17.22
1384,142,4,Diesel,Highway,8,17.99
1075,178,4,Petrol,Highway,20,12
682,143,6,Petrol,Highway,25,12
1733,105,3,Petrol,City,3,12.02
789,222,6,Petrol,Highway,2,13.02
1399,242,6,Diesel,Highway,6,15.28
1535,52,3,Diesel,Highway,16,18.54
850,71,3,Diesel,Highway,15,19.45
2347,249,4,Petrol,City,4,12
890,105,6,Petrol,Highway,2,15.31
2268,67,6,Diesel,Highway,14,16.61
1824,202,3,Petrol,City,6,12
2420,225,6,Diesel,Highway,20,12.15
925,165,5,Diesel,City,20,12.67
2134,133,3,Petrol,Highway,4,13.51
2032,208,4,Petrol,Highway,20,12
2230,79,5,Diesel,City,24,12.03
2413,129,5,Petrol,Highway,1,13.22
1436,115,4,Diesel,City,25,12.38
1107,59,5,Diesel,Highway,14,18.96
1330,248,5,Diesel,City,3,13.03
2224,108,5,Diesel,City,21,12.05
671,100,6,Petrol,City,21,12
1870,172,5,Diesel,City,4,13.83
1240,186,5,Petrol,Highway,20,12
2347,103,3,Diesel,City,23,12.04
1539,239,4,Petrol,Highway,14,12
2478,130,6,Diesel,Highway,20,13.92
1207,186,6,Diesel,Highway,19,14.63
2210,58,4,Petrol,Highway,9,13.83
1165,150,6,Diesel,City,14,13.42
1967,201,6,Diesel,City,4,12.92
653,88,6,Diesel,Highway,4,20.87
2353,185,3,Diesel,City,12,12.24
1127,202,3,Petrol,City,8,12
1210,159,6,Petrol,Highway,16,12
2155,115,4,Diesel,Highway,11,16.83
2181,59,4,Diesel,Highway,7,18.87
792,166,3,Diesel,City,20,13.19
657,201,3,Petrol,Highway,14,12.5
2060,132,5,Diesel,City,24,12
1734,236,3,Petrol,Highway,10,12
728,208,6,Petrol,City,2,12
2472,188,3,Petrol,City,13,12
1305,183,5,Petrol,City,9,12
1451,119,5,Diesel,Highway,18,16.21
1949,209,4,Diesel,Highway,10,15.13
607,88,4,Petrol,City,14,12
628,225,6,Petrol,Highway,3,13
1735,62,3,Diesel,City,22,13.63
1546,108,5,Diesel,City,7,15.11
2296,116,5,Diesel,City,25,12
730,233,4,Diesel,City,24,12
787,90,4,Petrol,City,11,12.05
2298,233,3,Diesel,City,6,12.2
1308,84,5,Petrol,City,15,12
2098,215,4,Diesel,City,15,12
1987,130,3,Petrol,Highway,8,13.18
1827,244,3,Diesel,Highway,21,12.89
811,83,3,Diesel,Highway,13,19.67
2244,125,4,Diesel,City,12,13.29
875,119,4,Diesel,Highway,12,18.57
1696,60,4,Petrol,City,9,12
2302,161,6,Diesel,City,20,12
2395,76,6,Diesel,Highway,17,15.65
842,97,6,Petrol,City,15,12
2410,73,4,Petrol,Highway,13,12.72
1725,67,4,Petrol,Highway,14,13.52
1586,76,6,Petrol,Highway,8,14.04
1284,103,5,Diesel,City,21,13.23
770,104,5,Diesel,Highway,13,18.62
1252,169,5,Diesel,City,25,12
787,70,5,Diesel,City,3,17.7
2064,236,6,Petrol,City,25,12
1709,164,3,Diesel,City,8,14.03
2099,211,3,Petrol,City,6,12
651,169,5,Diesel,City,11,14.34
710,107,4,Petrol,Highway,10,14.68
1476,225,5,Petrol,Highway,8,12
2477,103,5,Petrol,City,8,12
1666,195,3,Petrol,Highway,23,12
810,52,4,Petrol,City,7,13.2
1823,201,3,Petrol,Highway,19,12
2433,178,4,Petrol,Highway,23,12
1457,55,6,Petrol,Highway,12,13.96
2375,68,3,Diesel,Highway,3,19.39
1226,135,6,Petrol,City,11,12
1649,164,6,Diesel,Highway,13,15.6
898,220,5,Petrol,Highway,16,12
1700,172,4,Diesel,City,9,13.52
1523,185,3,Diesel,City,16,12.63
736,246,5,Petrol,Highway,5,12.38
1643,229,3,Diesel,Highway,8,15.65
1039,122,6,Diesel,City,12,14.44
810,96,3,Diesel,Highway,3,21.56
1351,134,3,Petrol,Highway,3,14.65
2174,77,5,Petrol,City,13,12
1034,95,4,Petrol,Highway,3,15.64
1379,181,3,Petrol,City,24,12
1830,169,6,Diesel,City,9,13.01
1038,185,6,Diesel,Highway,23,14.13
2402,165,5,Diesel,City,1,13.7
1265,110,6,Diesel,Highway,6,18.82
1665,66,3,Petrol,Highway,19,13.02
1010,83,4,Petrol,Highway,16,13.79
2146,69,3,Petrol,Highway,1,15.16
1405,211,5,Petrol,Highway,10,12
1209,92,6,Diesel,City,2,16.5
1026,59,3,Diesel,City,3,18.13
1898,143,3,Diesel,City,7,14.37
2071,207,6,Petrol,Highway,6,12
1501,164,4,Diesel,City,15,13.02
1541,202,4,Diesel,Highway,2,17.29
1341,176,4,Diesel,Highway,21,14.76
1992,234,6,Diesel,City,17,12
1843,159,3,Diesel,City,19,12.29
2200,240,5,Diesel,City,14,12
2490,156,3,Petrol,Highway,17,12
1855,154,6,Diesel,Highway,19,14.46
927,120,6,Petrol,City,2,12.21
2066,224,3,Petrol,City,16,12
651,133,6,Petrol,Highway,20,12.27
975,52,3,Diesel,City,21,14.96
862,95,3,Diesel,Highway,16,18.61
866,213,4,Petrol,Highway,3,13.39
958,75,6,Diesel,Highway,14,18.53
1940,187,6,Diesel,Highway,21,13.33
1947,211,4,Diesel,Highway,7,15.59
2289,57,4,Petrol,City,10,12
2493,104,4,Diesel,City,9,13.8
1251,140,5,Diesel,City,8,14.68
2186,187,6,Petrol,Highway,15,12
2252,234,3,Petrol,City,12,12
2044,163,3,Diesel,City,6,13.92
645,128,3,Diesel,City,15,14.98
2444,150,6,Petrol,Highway,15,12
1199,135,5,Petrol,City,25,12
1319,94,6,Petrol,City,8,12
1892,99,6,Diesel,Highway,12,16.9
1200,113,6,Diesel,City,20,13.11
980,144,6,Diesel,City,2,15.68
717,51,6,Diesel,Highway,9,20.63
2189,222,5,Diesel,City,22,12
715,144,4,Diesel,Highway,8,19.01
2253,111,3,Petrol,City,8,12
859,191,6,Diesel,Highway,4,17.73
1698,123,6,Diesel,Highway,5,17.98
2103,149,6,Petrol,Highway,17,12
904,160,3,Petrol,Highway,25,12
606,153,5,Petrol,City,7,12
965,64,3,Petrol,Highway,1,16.98
2257,63,5,Petrol,Highway,10,13.32
1122,208,4,Petrol,City,14,12
1971,206,6,Petrol,City,19,12
2061,76,5,Petrol,City,9,12
1838,134,3,Petrol,Highway,11,12.86
1028,58,5,Diesel,City,12,15.97
1390,69,5,Diesel,Highway,1,21.02
2121,235,4,Diesel,City,22,12
2163,128,6,Petrol,City,21,12
1346,226,6,Diesel,City,20,12
966,106,3,Petrol,Highway,17,13.47
912,193,3,Petrol,Highway,23,12
1137,149,4,Petrol,Highway,1,14.69
1520,124,5,Petrol,Highway,1,14.48
1677,185,5,Diesel,Highway,18,14.44
2164,116,3,Diesel,Highway,9,17.43
2090,68,6,Petrol,Highway,17,12.21
1464,154,5,Diesel,Highway,24,14.28
1787,244,4,Diesel,Highway,13,14.04
1381,213,3,Petrol,Highway,17,12
933,237,5,Diesel,Highway,11,15.44
2170,213,6,Diesel,Highway,17,13.17
1397,60,6,Diesel,City,9,15.7
947,100,4,Petrol,City,24,12
872,175,4,Diesel,City,14,13.69
1562,129,3,Diesel,City,1,16.09
1319,232,3,Petrol,Highway,23,12
2373,103,6,Diesel,City,8,13.7
2037,66,6,Diesel,City,2,15.82
1099,239,5,Petrol,Highway,4,12.27
1716,219,5,Petrol,Highway,18,12
1284,73,5,Diesel,City,13,15.15
678,194,4,Petrol,City,14,12
1221,97,4,Diesel,Highway,22,16.46
1840,133,5,Petrol,City,21,12
1546,247,6,Petrol,Highway,11,12
957,56,3,Petrol,City,11,12.6
1217,191,4,Diesel,Highway,21,14.59
1106,60,4,Diesel,Highway,8,20.57
2182,61,5,Petrol,City,12,12
1804,159,3,Petrol,City,1,12
1175,182,4,Diesel,City,16,12.89
1869,182,3,Petrol,Highway,18,12
843,177,4,Petrol,City,1,12
1105,197,3,Petrol,Highway,20,12
1021,103,3,Diesel,Highway,18,17.73
1943,104,4,Diesel,City,10,14.39
1710,235,3,Petrol,City,11,12
816,128,6,Petrol,Highway,23,12
2113,139,4,Diesel,City,16,12.6
2142,146,4,Diesel,Highway,5,17.22
1901,176,6,Petrol,Highway,21,12
2472,79,3,Petrol,City,1,12
2345,73,6,Petrol,Highway,18,12
1608,250,4,Diesel,Highway,21,12.83
1792,180,6,Petrol,City,7,12
929,171,3,Diesel,Highway,1,19.61
1249,149,6,Petrol,Highway,23,12
2064,225,4,Petrol,Highway,2,12
990,120,3,Petrol,City,2,12.72
2119,199,4,Diesel,City,25,12
980,63,4,Diesel,Highway,16,18.92
1929,97,5,Petrol,City,8,12
1341,78,4,Petrol,City,10,12
1419,99,4,Petrol,City,20,12
1272,187,3,Diesel,City,16,12.88
1112,248,3,Petrol,Highway,5,12.32
2371,76,3,Petrol,City,25,12
1548,128,6,Diesel,City,4,14.94
1811,145,6,Diesel,Highway,13,15.8
1529,205,3,Petrol,Highway,8,12.32
2139,186,6,Diesel,City,13,12
1512,120,5,Diesel,Highway,5,18.65
1243,129,6,Diesel,City,17,13.25
1026,203,5,Diesel,Highway,15,15.44
1101,130,3,Diesel,Highway,7,19.25
1329,136,3,Diesel,City,10,14.79
1883,57,6,Diesel,City,3,16.07
2136,51,3,Diesel,City,23,13.14
670,234,3,Petrol,Highway,24,12
1077,229,4,Petrol,City,16,12
1801,235,3,Diesel,Highway,20,13.28
1056,172,4,Diesel,Highway,15,16.38
788,170,3,Petrol,Highway,6,14.16
890,145,5,Petrol,City,10,12
2143,142,5,Petrol,Highway,7,12.52
2388,52,3,Petrol,City,24,12
1519,185,5,Petrol,Highway,19,12
891,236,5,Diesel,Highway,23,13.42
1355,51,5,Diesel,Highway,5,20.7
2258,239,6,Petrol,Highway,7,12
2434,164,5,Diesel,Highway,22,13.19
1906,98,4,Petrol,City,21,12
2167,150,6,Petrol,Highway,3,12.68
2469,197,4,Diesel,City,2,13.04
976,78,4,Diesel,City,19,14.62
2281,194,4,Diesel,City,2,13.34
1779,123,6,Diesel,Highway,19,15.21
1107,154,3,Petrol,City,18,12
2036,199,5,Diesel,Highway,1,16.51
1127,55,5,Petrol,Highway,9,15.1
1978,111,3,Diesel,City,21,12.66
1158,80,3,Diesel,Highway,16,18.5
2386,239,4,Petrol,Highway,25,12
1810,168,6,Petrol,Highway,8,12.12
1654,61,4,Petrol,Highway,23,12.28
859,61,5,Diesel,Highway,22,17.52
1020,240,3,Petrol,City,11,12
2152,193,5,Diesel,City,16,12
2174,74,3,Petrol,Highway,20,12.14
903,199,6,Petrol,Highway,10,12.27
1541,140,4,Diesel,City,23,12.16
1662,137,5,Diesel,City,16,12.97
2112,125,6,Petrol,City,13,12
2267,67,5,Petrol,Highway,7,13.68
1141,94,3,Diesel,City,1,17.51
2293,160,5,Diesel,City,14,12.11
1901,129,6,Petrol,City,9,12
1826,117,6,Petrol,Highway,14,12.16
1689,189,4,Diesel,City,4,13.92
707,226,5,Petrol,Highway,23,12
867,210,3,Petrol,Highway,9,12.81
821,240,5,Diesel,Highway,2,17.08
2427,67,4,Petrol,Highway,24,12
2153,103,3,Diesel,Highway,11,17.36
1713,161,3,Diesel,City,20,12.25
1292,146,4,Petrol,Highway,14,12.64
854,76,3,Diesel,Highway,4,21.82
2078,127,6,Diesel,City,3,14.39
852,202,6,Diesel,City,10,13.36
856,211,3,Petrol,Highway,20,12
982,137,5,Petrol,City,25,12
1041,237,3,Petrol,City,1,12
2481,103,5,Diesel,Highway,9,16.68
1198,136,4,Diesel,Highway,13,17.44
1713,54,6,Petrol,City,11,12
2372,172,6,Petrol,City,10,12
989,213,4,Diesel,Highway,25,13.66
1181,103,4,Petrol,City,1,12.74
1667,213,6,Diesel,City,13,12
2335,246,4,Petrol,Highway,9,12
2287,88,3,Petrol,Highway,22,12
1197,247,3,Petrol,Highway,8,12
618,158,5,Petrol,City,13,12
1724,181,5,Diesel,City,24,12
1206,123,5,Petrol,Highway,8,13.86
2389,114,3,Diesel,City,24,12
1980,217,6,Diesel,City,17,12
2165,86,5,Petrol,Highway,1,14.35
2384,116,3,Diesel,City,23,12
632,160,6,Diesel,Highway,12,17.35
1852,208,4,Petrol,Highway,12,12
2147,174,3,Petrol,City,25,12
2253,136,4,Petrol,City,11,12
1461,96,5,Petrol,City,24,12
754,204,6,Petrol,Highway,11,12.2
2046,228,3,Petrol,Highway,16,12
1504,197,5,Diesel,City,5,13.63
1869,62,5,Diesel,Highway,24,15.58
1004,240,6,Petrol,City,9,12
1443,93,4,Diesel,City,23,13.08
2382,201,5,Diesel,City,10,12
2164,174,6,Diesel,City,11,12.24
1784,168,6,Petrol,Highway,3,12.81
1346,180,3,Petrol,City,25,12
2325,175,5,Petrol,Highway,21,12
1740,187,4,Petrol,City,11,12
870,242,4,Diesel,Highway,8,16.16
1369,98,5,Petrol,City,1,12.42
2315,173,4,Petrol,Highway,17,12
2110,235,6,Petrol,Highway,16,12
771,127,6,Diesel,City,16,14.01
873,179,5,Diesel,City,3,15.12
858,243,4,Diesel,Highway,15,14.92
1758,152,6,Petrol,City,2,12
2306,154,5,Petrol,Highway,21,12
2345,169,6,Diesel,Highway,11,14.84
2371,80,5,Diesel,Highway,9,17.38
1021,117,3,Diesel,City,25,13
2044,86,3,Petrol,Highway,24,12
1809,250,5,Petrol,Highway,5,12
963,73,3,Diesel,Highway,3,21.93
2230,93,3,Diesel,City,22,12.5
977,132,4,Diesel,Highway,8,18.91
2146,90,3,Petrol,City,6,12
1179,228,4,Petrol,Highway,7,12.2
1490,91,3,Diesel,City,12,15.15
1321,157,3,Diesel,Highway,23,15.05
1819,89,6,Petrol,City,7,12
1480,97,5,Diesel,City,9,15.09
1721,162,3,Petrol,City,9,12
1204,133,5,Petrol,City,1,12.02
621,53,5,Diesel,City,3,18.34
2073,157,6,Petrol,City,5,12
1795,109,5,Petrol,Highway,11,12.96
982,163,5,Petrol,City,4,12
733,216,3,Petrol,Highway,12,12.41
2049,54,6,Petrol,Highway,1,14.89
1648,155,5,Petrol,City,1,12
1102,55,3,Diesel,Highway,13,19.88
1808,63,6,Petrol,City,20,12
1708,247,3,Petrol,Highway,5,12
2190,175,6,Petrol,City,20,12
2386,189,6,Petrol,Highway,2,12
743,111,4,Petrol,City,21,12
2486,76,4,Diesel,City,19,12.75
2302,103,4,Petrol,City,7,12
2035,139,5,Petrol,Highway,16,12
823,61,3,Diesel,Highway,4,22.3
819,185,6,Petrol,City,18,12
778,123,3,Diesel,City,11,15.62
2254,193,5,Diesel,Highway,24,12.53
1032,229,4,Petrol,Highway,16,12
864,75,4,Diesel,Highway,10,20.16
1553,185,3,Diesel,Highway,2,18
1028,94,3,Petrol,Highway,23,12.63
2285,133,6,Petrol,City,24,12
1015,196,3,Diesel,City,10,13.92
2076,194,6,Diesel,Highway,3,15.99
1326,152,6,Petrol,Highway,22,12
796,173,4,Petrol,City,12,12
2177,242,3,Petrol,City,20,12
1676,172,4,Petrol,Highway,2,13.41
1079,165,6,Petrol,Highway,8,13
2066,206,4,Diesel,Highway,18,13.7
1953,63,4,Diesel,City,9,15.33
1874,66,6,Diesel,Highway,25,15.06
2430,62,5,Diesel,City,11,14.13
1489,142,5,Petrol,Highway,24,12
2406,112,3,Diesel,Highway,3,18.24
1524,82,4,Diesel,City,8,15.74
722,78,3,Diesel,Highway,5,21.78
2010,86,4,Petrol,City,15,12
1962,152,3,Petrol,Highway,10,12.53
1377,223,3,Petrol,City,14,12
947,73,6,Petrol,City,5,12.58
628,191,5,Diesel,Highway,18,15.69
1574,182,5,Diesel,Highway,12,15.72
634,174,5,Diesel,City,3,15.54
2141,102,6,Diesel,Highway,8,17.18
2019,137,5,Diesel,City,14,12.85
1222,147,6,Diesel,City,1,15.44
1917,163,4,Diesel,Highway,4,17.35
1188,144,6,Diesel,City,22,12.25
1972,207,3,Petrol,Highway,25,12
1770,237,3,Diesel,Highway,8,15.27
1690,169,4,Diesel,City,21,12
1503,122,4,Petrol,City,13,12
1119,205,3,Diesel,Highway,16,15.55
721,155,5,Diesel,City,16,13.73
939,75,5,Petrol,City,23,12
774,67,5,Petrol,Highway,24,12.8
2314,213,4,Diesel,Highway,9,14.68
1196,185,3,Petrol,Highway,19,12
1050,195,6,Petrol,City,8,12
1156,107,4,Petrol,City,19,12
1759,209,3,Petrol,Highway,1,12.9
2478,142,5,Diesel,Highway,13,15.12
1639,98,5,Petrol,Highway,13,13.04
1956,225,5,Petrol,Highway,4,12
1818,120,3,Diesel,City,23,12.37
2119,114,5,Petrol,City,25,12
608,82,3,Petrol,Highway,10,15.54
2451,99,4,Petrol,City,23,12
933,53,6,Diesel,City,11,16.14
1956,168,5,Petrol,City,14,12
1616,133,4,Petrol,Highway,5,13.82
926,166,4,Petrol,Highway,13,12.83
614,213,3,Petrol,City,15,12
1438,151,4,Petrol,Highway,17,12
2237,205,3,Petrol,Highway,16,12
825,180,3,Diesel,City,1,15.95
2048,55,4,Petrol,City,12,12
2413,222,3,Diesel,Highway,25,12
2031,72,3,Diesel,City,20,13.43
712,184,3,Diesel,City,19,13.09
2051,169,4,Diesel,City,21,12
600,110,6,Petrol,Highway,23,12.24
865,149,3,Petrol,City,7,12
2114,114,5,Petrol,City,5,12
1831,183,4,Petrol,Highway,8,12.2
2245,73,4,Petrol,Highway,21,12
2335,86,3,Petrol,Highway,4,14.12
1551,94,4,Diesel,Highway,14,17.69
1992,228,5,Petrol,City,6,12
905,149,6,Petrol,Highway,19,12
611,151,4,Diesel,Highway,4,19.81
1968,222,4,Petrol,Highway,24,12
2088,112,4,Diesel,City,10,14.04
2323,78,3,Petrol,Highway,19,12.05
2289,150,5,Petrol,Highway,10,12
2117,158,6,Diesel,City,13,12.31
1991,145,5,Petrol,City,3,12
2469,202,5,Petrol,City,22,12
1536,59,4,Diesel,City,8,16.19
1019,84,6,Petrol,City,10,12
1488,104,5,Petrol,City,2,12.07
2414,202,6,Petrol,City,1,12
770,222,3,Petrol,Highway,10,12.54
733,145,4,Diesel,Highway,13,17.92
1564,172,3,Diesel,Highway,1,18.52
2050,61,6,Diesel,City,23,12.5
1648,53,4,Diesel,City,2,17.2
2153,155,3,Diesel,Highway,25,13.61
1813,139,4,Petrol,City,10,12
1764,116,3,Petrol,Highway,4,14.32
2178,194,5,Diesel,Highway,7,15.42
2469,250,4,Diesel,Highway,5,14.22
2419,114,6,Petrol,City,21,12
1257,131,4,Diesel,Highway,16,16.87
1938,154,6,Diesel,City,7,13.46
2067,230,3,Petrol,Highway,9,12
1942,133,3,Petrol,Highway,20,12
2064,234,6,Diesel,Highway,25,12
1715,154,3,Diesel,City,9,14.08
778,164,4,Petrol,Highway,11,13.33
1679,77,3,Diesel,Highway,24,16.04
1778,65,6,Diesel,City,17,13.75
2295,70,6,Petrol,Highway,11,12.81
710,126,5,Diesel,Highway,9,19
736,91,6,Diesel,Highway,19,17.41
831,103,3,Diesel,Highway,8,20.22
1591,81,6,Petrol,City,5,12
1067,163,3,Petrol,Highway,6,13.96
1331,87,3,Petrol,Highway,19,13.06
1080,247,5,Diesel,City,11,12.24
1691,163,3,Diesel,City,23,12
1413,215,6,Diesel,Highway,2,16.62
1872,231,6,Petrol,Highway,3,12
1593,237,6,Diesel,Highway,2,15.79
922,159,3,Petrol,City,13,12
1521,152,6,Diesel,City,11,13.42
1503,126,4,Diesel,City,25,12.12
2141,224,4,Petrol,Highway,11,12
2415,189,6,Diesel,Highway,13,13.98
2055,102,3,Diesel,City,19,13.04
2110,210,6,Petrol,City,24,12
1205,205,4,Diesel,Highway,22,14.12
1028,170,3,Diesel,City,13,13.98
1892,52,6,Diesel,Highway,1,20.2
2332,203,3,Diesel,City,13,12
2160,103,6,Petrol,Highway,6,13.13
747,89,5,Diesel,City,8,16.43
1741,243,3,Petrol,Highway,19,12
1449,117,4,Diesel,City,23,12.66
966,163,4,Diesel,City,14,13.82
1449,224,4,Diesel,City,6,13.2
1689,179,4,Petrol,City,17,12
1412,91,6,Diesel,City,2,16.23
1993,211,6,Diesel,City,16,12
774,143,3,Petrol,Highway,5,14.89
2454,198,5,Petrol,City,23,12
1187,150,5,Diesel,Highway,20,15.5
1094,221,3,Petrol,City,6,12
1572,173,4,Petrol,City,2,12
1737,51,5,Diesel,Highway,5,20
1734,140,5,Petrol,Highway,10,12.63
2384,108,3,Diesel,Highway,19,15.35
2062,147,4,Petrol,City,1,12
2338,65,6,Petrol,City,6,12
1770,197,6,Diesel,Highway,25,12.66
634,203,5,Diesel,Highway,16,15.77
1598,65,6,Diesel,Highway,10,18.56
1932,247,3,Petrol,City,8,12
1137,157,5,Diesel,Highway,20,15.41
1349,72,5,Diesel,Highway,24,16.13
1637,91,4,Diesel,City,21,13.22
973,86,6,Petrol,Highway,19,12.88
1156,121,4,Diesel,City,20,13.42
2051,183,5,Diesel,Highway,7,15.87
2351,214,6,Petrol,Highway,15,12
832,165,4,Diesel,Highway,5,18.86
1304,199,6,Diesel,Highway,4,16.85
1162,55,5,Diesel,Highway,19,17.86
1538,81,5,Diesel,City,19,13.65
1486,194,5,Petrol,Highway,10,12
1325,87,3,Diesel,Highway,22,16.78
2286,194,4,Diesel,Highway,8,15.33
2063,86,4,Diesel,Highway,20,15.86
2125,200,5,Diesel,City,1,13.35
1898,226,4,Diesel,Highway,20,13.16
2473,238,5,Petrol,City,21,12
675,226,4,Diesel,City,24,12
1038,110,6,Diesel,City,13,14.51
2355,126,4,Diesel,City,7,13.87
2483,209,5,Petrol,Highway,2,12
1298,176,4,Diesel,City,9,13.94
1912,135,6,Petrol,Highway,19,12
1514,240,6,Diesel,City,9,12
2163,56,6,Diesel,City,17,13.41
1490,199,5,Petrol,City,25,12
1291,134,3,Diesel,City,23,12.73
852,55,5,Diesel,City,18,15.17
1749,238,6,Petrol,Highway,10,12
1800,191,4,Diesel,Highway,23,13.5
1660,193,6,Diesel,Highway,1,16.99
1009,52,3,Diesel,City,11,16.81
2234,186,3,Petrol,City,19,12
2233,96,6,Petrol,Highway,23,12
726,134,5,Diesel,City,19,13.64
2106,143,3,Diesel,City,2,14.84
1791,219,6,Petrol,City,5,12
1191,219,5,Diesel,Highway,3,16.93
893,72,4,Diesel,Highway,13,19.51
2468,52,5,Petrol,City,25,12
2261,178,3,Petrol,Highway,7,12.12
1966,116,5,Petrol,City,11,12
1619,120,5,Diesel,Highway,17,16.13
909,180,4,Diesel,Highway,1,19.1
1261,226,6,Petrol,Highway,22,12
1127,116,5,Diesel,Highway,4,19.6
1139,104,4,Diesel,City,1,17.02
1018,181,3,Diesel,Highway,9,17.63
1043,80,6,Diesel,Highway,18,17.42
1284,115,3,Petrol,City,17,12
2181,150,6,Diesel,City,19,12
1439,113,5,Petrol,Highway,15,12.72
835,80,5,Diesel,City,10,16.15
2062,166,6,Petrol,Highway,12,12
813,240,3,Petrol,Highway,16,12
684,115,3,Diesel,Highway,12,19.27
1393,208,3,Petrol,Highway,1,13.36
2367,96,5,Diesel,City,13,13.29
684,71,6,Diesel,City,4,17.38
2112,143,6,Petrol,Highway,20,12
664,132,3,Petrol,City,22,12
2269,95,5,Petrol,City,12,12
1262,138,6,Petrol,Highway,19,12
1226,235,6,Diesel,Highway,15,14.2
663,168,3,Diesel,Highway,9,18.52
1966,238,3,Petrol,Highway,22,12
1538,95,6,Petrol,City,7,12
2498,50,5,Petrol,Highway,6,13.82
1518,145,4,Diesel,Highway,9,17.51
1975,202,6,Petrol,City,18,12
1781,110,6,Diesel,Highway,8,17.59
2212,154,5,Diesel,Highway,21,13.85
1090,130,6,Petrol,City,18,12
2281,63,4,Diesel,City,13,14.21
2478,94,5,Diesel,Highway,7,17.26
2086,126,4,Diesel,Highway,12,16.5
1848,216,4,Petrol,City,5,12
912,115,6,Petrol,Highway,16,12.92
1214,81,4,Diesel,City,8,16.2
1518,145,6,Petrol,City,22,12
2482,107,6,Diesel,Highway,7,16.69
1412,153,5,Petrol,City,1,12
1539,105,5,Diesel,Highway,2,19.58
2089,183,5,Petrol,City,9,12
1711,116,6,Petrol,City,15,12
1926,227,4,Diesel,Highway,7,15.23
1279,167,4,Petrol,Highway,7,13.28
1034,87,5,Diesel,City,20,13.98
1281,180,5,Petrol,Highway,13,12
1758,161,6,Petrol,City,4,12
1673,182,3,Petrol,Highway,19,12
2055,201,3,Petrol,Highway,10,12
939,103,6,Diesel,Highway,4,19.97
946,83,3,Diesel,Highway,12,19.66
1245,88,3,Diesel,City,22,13.78
1970,161,3,Diesel,Highway,3,17.76
1248,137,5,Petrol,Highway,8,13.54
844,97,4,Petrol,Highway,17,13.57
708,98,4,Diesel,Highway,6,20.7
2448,83,5,Diesel,Highway,13,16.43
2422,149,5,Diesel,Highway,18,14.19
1132,184,5,Diesel,Highway,16,15.56
1713,67,3,Petrol,City,11,12
895,119,6,Diesel,City,14,14.35
711,163,6,Petrol,Highway,1,14.48
2436,83,3,Petrol,City,12,12
2212,100,3,Petrol,Highway,20,12
1800,154,5,Petrol,City,6,12
942,142,5,Petrol,Highway,7,13.96
2283,245,4,Petrol,Highway,11,12
700,191,5,Petrol,Highway,1,14.12
2381,118,3,Diesel,City,3,14.81
1228,138,4,Diesel,Highway,22,15.55
2227,152,5,Petrol,Highway,13,12
2024,185,4,Diesel,Highway,6,16.28
627,192,4,Petrol,Highway,10,13.1
1536,132,5,Diesel,Highway,22,15.03
2160,236,6,Diesel,City,7,12
657,60,3,Diesel,City,11,17.14
2121,197,3,Diesel,City,23,12
896,232,4,Diesel,Highway,15,15.14
733,85,6,Diesel,Highway,24,16.47
1954,131,6,Diesel,Highway,11,16.26
848,191,5,Diesel,City,18,12.58
1620,235,5,Petrol,Highway,1,12.16
1149,87,3,Petrol,City,14,12
1501,138,5,Petrol,Highway,23,12
